,,,,,,,,,Runs parameters:,,,,,,,,,,,,,,,,,effsize,effsize,effsize,effsize,effsize,effsize,effsize,effsize,effsize,effsize,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,rel_diff,,,Tree,Collapsed tree,Collapsed tree short format,Smallest pp value in tree,plase of smallest pp,The main topologies found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homogroups,41,1.00E-05,2.5,34553,cluster.41_Species_homogroups_Diamond.1e-5.all_vs_all.txt.2.5.mcl.table.fasta.nexus,41,,,cluster.41_Species_homogroups_Diamond.1e-5.all_vs_all.txt.2.5.mcl.table.fasta_run_1.trees.tree,:,80001,trees,cluster.41_Species_homogroups_Diamond.1e-5.all_vs_all.txt.2.5.mcl.table.fasta_run_2.trees.tree,:,80001,trees,cluster.41_Species_homogroups_Diamond.1e-5.all_vs_all.txt.2.5.mcl.table.fasta_run_3.trees.tree,:,80001,trees,cluster.41_Species_homogroups_Diamond.1e-5.all_vs_all.txt.2.5.mcl.table.fasta_run_4.trees.tree,:,80001,trees,0.0521868,0.000478822,863,863,0.00440144,7852,0.00436485,7680,0.00445211,9453,0.00600484,11597,0.007173,9471,0.00597246,80001,0,1682,0.0153205,1682,0.0153207,80001,0,,,,,"""(ACDI:0.001498",NEVE:0.001554,(HYMA:0.00452,((((PLBA:0.004972,MNLE:0.001225)0.99:0.008287,(TRAD:0.00137,HOHO:0.000652)0.99:0.004925)0.89:0.000191,((OSCA:0.006957,(SYCI:0.003718,(TEWI:0.002731,AMQU:0.002089)0.99:0.002091)0.99:0.000217)0.99:0.000373,((SARO:0.002999,MOBR:0.005421)0.99:0.004282,(CAOW:0.006967,(SPAR:0.008634,((((SCPO:0.009176,SACE:0.011119)0.99:0.00179,MAOR:0.004696)0.99:0.001208,CRNE:0.007798)0.99:0.003744,(SPPU:0.003588,ALMA:0.011067)0.99:0.00133)0.99:0.00422)0.99:0.001345)0.99:0.001087)0.99:0.001768)0.99:0.000273)0.99:0.000288,(XEBO:0.00523,(((LOGI:0.002161,(HERO:0.004304,CATE:0.001465)0.99:0.000499)0.99:0.000221,(SCMA:0.009359,((IXSC:0.003573,(DRME:0.004328,DAPU:0.003089)0.99:0.000772)0.99:0.000725,(PRPA:0.003747,CAEL:0.001826)0.99:0.007987)0.99:0.000577)0.99:0.000295)0.99:0.000371,(((((XETR:0.000933,(HOSA:0.000282,GAGA:0.000819)0.99:0.00018)0.99:0.000242,DARE:0.000596)0.99:0.001758,CIIN:0.004174)0.99:0.000446,BRFL:0.001924)0.99:0.000286,((SAKO:0.000914,PTFL:0.001775)0.99:0.000943,(STPU:0.001615,"ACPL:0.001371)0.99:0.000625)0.99:0.000443)0.99:0.000229)0.99:0.000114)0.99:0.000553)0.99:0.000543)0.99:0.00093);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homogroups,44,1.00E-05,2.5,40465,cluster.44_Species_homogroups_Diamond.1e-5.all_vs_all.txt.2.5.mcl.table.fasta.nexus,44,,,cluster.44_Species_homogroups_Diamond.1e-5.all_vs_all.txt.2.5.mcl.table.fasta_run_1.trees.tree,:,80001,trees,cluster.44_Species_homogroups_Diamond.1e-5.all_vs_all.txt.2.5.mcl.table.fasta_run_2.trees.tree,:,80001,trees,cluster.44_Species_homogroups_Diamond.1e-5.all_vs_all.txt.2.5.mcl.table.fasta_run_3.trees.tree,:,80001,trees,cluster.44_Species_homogroups_Diamond.1e-5.all_vs_all.txt.2.5.mcl.table.fasta_run_4.trees.tree,:,80001,trees,0.0173623,0.000234203,957,957,0.013249,1552,0.0155079,1543,0.0157363,1614,0.016974,1711,0.0178706,1614,0.0169304,80001,0,2607,0.0121712,2607,0.0121721,80001,0,,,,,"""(ACDI:0.001654",NEVE:0.001687,(HYMA:0.004683,((((PLBA:0.005278,MNLE:0.001357)0.99:0.008435,(TRAD:0.001492,HOHO:0.000724)0.99:0.005113)0.85:0.000181,((OSCA:0.007289,(SYCI:0.00401,(TEWI:0.002966,AMQU:0.002264)0.99:0.002203)0.89:0.000188)0.99:0.0004,((SARO:0.003179,MOBR:0.005601)0.99:0.004337,(CAOW:0.007116,(SPAR:0.008786,((((SCPO:0.009108,SACE:0.011084)0.99:0.001679,MAOR:0.004817)0.99:0.001145,CRNE:0.00784)0.99:0.003622,(SPPU:0.003675,ALMA:0.011133)0.98:0.001293)0.99:0.004109)0.99:0.001271)0.99:0.001069)0.99:0.001746)0.99:0.000265)0.99:0.000264,(((SYRO:0.001779,PSVA:0.00178)0.99:0.004941,(NEWE:0.002154,MEST:0.004111)0.99:0.001245)0.99:0.001101,(((LOGI:0.002341,(HERO:0.004511,CATE:0.001587)0.99:0.000502)0.99:0.000226,(SCMA:0.009583,((IXSC:0.003739,(DRME:0.00447,DAPU:0.003233)0.99:0.000764)0.99:0.000719,(PRPA:0.003825,CAEL:0.001989)0.99:0.007926)0.99:0.000635)0.99:0.000307)0.99:0.000337,(((((XETR:0.000994,(HOSA:0.000309,GAGA:0.000853)0.99:0.000185)0.99:0.000244,DARE:0.000627)0.99:0.001791,CIIN:0.004338)0.99:0.000456,BRFL:0.002034)0.99:0.000299,((SAKO:0.000989,PTFL:0.001882)0.99:0.000967,(STPU:0.001725,"ACPL:0.00143)0.99:0.000629)0.99:0.000472)0.99:0.000322)0.99:0.000431)0.99:0.000318)0.99:0.00058)0.99:0.001038);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homogroups,47,1.00E-05,2.5,42746,cluster.47_Species_homogroups_Diamond.1e-5.all_vs_all.txt.2.5.mcl.table.fasta.nexus,47,1_4,,cluster.47_Species_homogroups_Diamond.1e-5.all_vs_all.txt.2.5.mcl.table.fasta_run_1.trees.tree,:,80001,trees,cluster.47_Species_homogroups_Diamond.1e-5.all_vs_all.txt.2.5.mcl.table.fasta_run_4.trees.tree,:,80001,trees,,,0.0689491,0.000929086,892,892,0.0033995,1471,0.000150888,1462,0.000142993,1606,0.000177314,1773,0.000224461,1605,0.000176942,80001,0,1932,0.00161979,1932,0.00162106,80001,0,,,,,"""(ACDI:0.001667",NEVE:0.00171,(HYMA:0.004689,(((PLBA:0.005184,MNLE:0.001431)0.99:0.008292,((TRAD:0.001475,HOHO:0.000702)0.99:0.005068,((OSCA:0.00716,(SYCI:0.00396,(TEWI:0.002894,AMQU:0.002218)0.99:0.002157)0.95:0.000181)0.99:0.00037,((SARO:0.003166,MOBR:0.005426)0.99:0.00412,(CAOW:0.006748,(SPAR:0.008278,(SPPU:0.003715,((((SCPO:0.008374,SACE:0.010201)0.99:0.001547,MAOR:0.004451)0.99:0.001064,CRNE:0.007218)0.99:0.003076,ALMA:0.009796)0.61:0.001063)0.99:0.004005)0.99:0.001207)0.99:0.001043)0.99:0.001773)0.99:0.000248)0.63:0.000114)0.99:0.000254,((XEBO:0.00488,((SYRO:0.00174,PSVA:0.00182)0.99:0.004779,(NEWE:0.002189,MEST:0.004055)0.99:0.001268)0.99:0.000449)0.99:0.000655,(((LOGI:0.00245,(HERO:0.004565,CATE:0.001639)0.99:0.000516)0.99:0.00025,(SCMA:0.009523,((IXSC:0.003719,(DRME:0.004494,DAPU:0.003264)0.99:0.000787)0.99:0.000703,(PRPA:0.003809,CAEL:0.001969)0.99:0.007787)0.99:0.00066)0.99:0.00032)0.99:0.000424,(((((XETR:0.000981,(HOSA:0.00032,GAGA:0.00086)0.99:0.000163)0.99:0.000243,DARE:0.000643)0.99:0.001845,CIIN:0.004364)0.99:0.000508,BRFL:0.002178)0.99:0.00043,((SAKO:0.001191,PTFL:0.001945)0.99:0.001133,((OPFA:0.001206,AUMO:0.003765)0.99:0.000744,(STPU:0.001974,"ACPL:0.001759)0.99:0.000308)0.99:0.000542)0.99:0.000414)0.99:0.000219)0.99:0.00027)0.99:0.000408)0.99:0.00059)0.99:0.001054);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homogroups,41,1.00E-02,2.5,36015,Diamond_41sp_Xen_1e-2_2.5.nexus,41,,,cluster.41_Species_homogroups_Diamond.1e-2.all_vs_all.txt.2.5.mcl.table.fasta_run_1.trees.tree,:,80001,trees,cluster.41_Species_homogroups_Diamond.1e-2.all_vs_all.txt.2.5.mcl.table.fasta_run_2.trees.tree,:,80001,trees,cluster.41_Species_homogroups_Diamond.1e-2.all_vs_all.txt.2.5.mcl.table.fasta_run_3.trees.tree,:,80001,trees,cluster.41_Species_homogroups_Diamond.1e-2.all_vs_all.txt.2.5.mcl.table.fasta_run_4.trees.tree,:,80001,trees,0.0165998,0.000229163,831,831,0.00816746,2665,0.0154094,2652,0.0152998,2801,0.0147989,2976,0.0143448,2800,0.0148259,80001,0,1970,0.00857412,1970,0.00857274,80001,0,,,,,"""(ACDI:0.002131",NEVE:0.002159,(HYMA:0.00611,((((PLBA:0.006562,MNLE:0.001618)0.99:0.010728,(TRAD:0.001898,HOHO:0.000844)0.99:0.006746)0.89:0.000285,((OSCA:0.009386,(SYCI:0.004975,(TEWI:0.003702,AMQU:0.002803)0.99:0.002842)0.99:0.000313)0.99:0.000512,((SARO:0.004106,MOBR:0.007234)0.99:0.005407,(CAOW:0.009373,(SPAR:0.011147,((((SCPO:0.012211,SACE:0.014727)0.99:0.002597,MAOR:0.006186)0.99:0.001447,CRNE:0.010352)0.99:0.004903,(SPPU:0.004763,ALMA:0.015117)0.99:0.001863)0.99:0.005569)0.99:0.001669)0.99:0.001535)0.99:0.002265)0.99:0.000336)0.99:0.000408,(XEBO:0.00702,(((LOGI:0.003029,(HERO:0.005737,CATE:0.00207)0.99:0.000684)0.99:0.000314,(SCMA:0.01244,((IXSC:0.00468,(DRME:0.005873,DAPU:0.004127)0.99:0.001065)0.99:0.000989,(PRPA:0.004744,CAEL:0.00256)0.99:0.010448)0.99:0.000861)0.99:0.00035)0.99:0.000489,(((((XETR:0.001346,(HOSA:0.000433,GAGA:0.001166)0.99:0.000253)0.99:0.000366,DARE:0.00084)0.99:0.002404,CIIN:0.005532)0.99:0.000656,BRFL:0.002701)0.99:0.00039,((SAKO:0.001349,PTFL:0.002479)0.99:0.001319,(STPU:0.002293,"ACPL:0.001969)0.99:0.000844)0.99:0.00062)0.99:0.000319)0.99:0.000146)0.99:0.000751)0.99:0.000766)0.99:0.001287);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homogroups,44,1.00E-02,2.5,42881,cluster.44_Species_homogroups_Diamond.1e-2.all_vs_all.txt.2.5.mcl.table.fasta.nexus,44,2_4,,cluster.44_Species_homogroups_Diamond.1e-2.all_vs_all.txt.2.5.mcl.table.fasta_run_2.trees.tree,:,80001,trees,cluster.44_Species_homogroups_Diamond.1e-2.all_vs_all.txt.2.5.mcl.table.fasta_run_4.trees.tree,:,80001,trees,,,0.0213122,0.000576875,734,859,0.00114393,2192,0.00902773,2184,0.00900957,2363,0.00914814,2552,0.00926841,2361,0.00914891,80001,0,734,0.00391142,734,0.00391064,80001,0,,,,,"""(ACDI:0.002268",NEVE:0.002255,(HYMA:0.006107,(((PLBA:0.006711,MNLE:0.00174)0.99:0.01082,((OSCA:0.009453,(SYCI:0.005165,(TEWI:0.003856,AMQU:0.002908)0.99:0.002845)0.96:0.00027)0.99:0.000599,((TRAD:0.001953,HOHO:0.00095)0.99:0.006435,((SARO:0.004069,MOBR:0.007096)0.99:0.005197,(CAOW:0.009147,(SPAR:0.01068,((((SCPO:0.01178,SACE:0.014163)0.99:0.002268,MAOR:0.006088)0.99:0.001273,CRNE:0.00993)0.99:0.004485,(SPPU:0.0047,ALMA:0.014405)0.99:0.0018)0.99:0.005099)0.99:0.001497)0.99:0.001367)0.99:0.001922)0.79:0.000413)0.96:0.00025)0.99:0.000297,(((SYRO:0.002281,PSVA:0.002207)0.99:0.005793,(NEWE:0.002775,MEST:0.0049)0.99:0.001425)0.99:0.001472,(((LOGI:0.0032,(HERO:0.00583,CATE:0.002199)0.99:0.000667)0.99:0.000308,(SCMA:0.01223,((IXSC:0.004776,(DRME:0.005899,DAPU:0.004262)0.99:0.001004)0.99:0.000956,(PRPA:0.00485,CAEL:0.002823)0.99:0.009875)0.99:0.000831)0.99:0.000368)0.99:0.000419,(((((XETR:0.001333,(HOSA:0.000441,GAGA:0.00117)0.99:0.000251)0.99:0.000351,DARE:0.000868)0.99:0.002313,CIIN:0.00553)0.99:0.000651,BRFL:0.002781)0.99:0.000382,((SAKO:0.001398,PTFL:0.002503)0.99:0.001267,(STPU:0.002332,"ACPL:0.002021)0.99:0.000826)0.99:0.000621)0.99:0.000437)0.99:0.00055)0.99:0.00042)0.99:0.000763)0.99:0.001398);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homogroups,47,1.00E-02,2.5,45532,cluster.47_Species_homogroups_Diamond.1e-2.all_vs_all.txt.2.5.mcl.table.fasta.nexus,47,,,cluster.47_Species_homogroups_Diamond.1e-2.all_vs_all.txt.2.5.mcl.table.fasta_run_1.trees.tree,:,80001,trees,cluster.47_Species_homogroups_Diamond.1e-2.all_vs_all.txt.2.5.mcl.table.fasta_run_2.trees.tree,:,80001,trees,cluster.47_Species_homogroups_Diamond.1e-2.all_vs_all.txt.2.5.mcl.table.fasta_run_3.trees.tree,:,80001,trees,cluster.47_Species_homogroups_Diamond.1e-2.all_vs_all.txt.2.5.mcl.table.fasta_run_4.trees.tree,:,80001,trees,0.0306371,0.000373776,748,748,0.0134531,1366,0.0111115,1362,0.0111647,1505,0.0118821,1668,0.0124642,1504,0.011864,80001,0,1288,0.00350807,1288,0.00350515,80001,0,,,,,"""(ACDI:0.002267",NEVE:0.002256,(HYMA:0.006043,(((PLBA:0.006543,MNLE:0.00173)0.99:0.010483,((OSCA:0.009259,(SYCI:0.005113,(TEWI:0.00379,AMQU:0.002889)0.99:0.002767)0.97:0.000269)0.99:0.000574,((TRAD:0.001944,HOHO:0.000931)0.99:0.005998,((SARO:0.003925,MOBR:0.006759)0.99:0.004903,(CAOW:0.008748,(SPAR:0.009986,((((SCPO:0.010764,SACE:0.013077)0.99:0.002118,MAOR:0.0056)0.99:0.001185,CRNE:0.009166)0.99:0.004168,(SPPU:0.004406,ALMA:0.013337)0.98:0.001641)0.99:0.004761)0.99:0.001427)0.99:0.001292)0.99:0.001812)0.98:0.000473)0.99:0.000269)0.99:0.000307,((XEBO:0.006436,((SYRO:0.00224,PSVA:0.002297)0.99:0.005603,(NEWE:0.002768,MEST:0.004787)0.99:0.001416)0.99:0.00065)0.99:0.000804,(((LOGI:0.003389,(HERO:0.005826,CATE:0.002283)0.99:0.000651)0.99:0.000336,(SCMA:0.012147,((IXSC:0.004766,(DRME:0.005864,DAPU:0.004238)0.99:0.001015)0.99:0.00093,(PRPA:0.004688,CAEL:0.002704)0.99:0.009574)0.99:0.000901)0.99:0.000358)0.99:0.000543,(((((XETR:0.001327,(HOSA:0.000447,GAGA:0.001134)0.99:0.000227)0.99:0.000338,DARE:0.000866)0.99:0.002384,CIIN:0.005564)0.99:0.000715,BRFL:0.002992)0.99:0.00059,((SAKO:0.001718,PTFL:0.002608)0.99:0.001559,((OPFA:0.001445,AUMO:0.004704)0.99:0.000904,(STPU:0.002725,"ACPL:0.002461)0.99:0.00048)0.99:0.00063)0.99:0.000513)0.99:0.000263)0.99:0.000337)0.99:0.000526)0.99:0.000781)0.99:0.001401);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homogroups,41,1.00E-12,4,37121,cluster.41_Species_homogroups_Diamond.1e-12.all_vs_all.txt.4.mcl.table.fasta.nexus,41,,,cluster.41_Species_homogroups_Diamond.1e-12.all_vs_all.txt.4.mcl.table.fasta_run_1.trees.tree,:,80001,trees,cluster.41_Species_homogroups_Diamond.1e-12.all_vs_all.txt.4.mcl.table.fasta_run_2.trees.tree,:,80001,trees,cluster.41_Species_homogroups_Diamond.1e-12.all_vs_all.txt.4.mcl.table.fasta_run_3.trees.tree,:,80001,trees,cluster.41_Species_homogroups_Diamond.1e-12.all_vs_all.txt.4.mcl.table.fasta_run_4.trees.tree,:,80001,trees,0.749416,0.00993582,789,789,0.00776998,7947,0.00164488,7907,0.00122815,9023,0.0027866,10347,0.00475534,9011,0.00270681,80001,0,2135,0.0153714,2135,0.0153738,80001,0,,,,,"""(ACDI:0.001008",NEVE:0.001073,(HYMA:0.003236,(((PLBA:0.003698,MNLE:0.000905)0.99:0.00613,(((SYCI:0.002685,OSCA:0.004877)0.99:0.000169,(TEWI:0.001953,AMQU:0.001562)0.99:0.001656)0.99:0.000351,((TRAD:0.000872,HOHO:0.000544)0.99:0.003682,((SARO:0.002344,MOBR:0.003702)0.99:0.003106,(CAOW:0.004748,(SPAR:0.006856,((((SCPO:0.006608,SACE:0.008182)0.99:0.001221,MAOR:0.003396)0.99:0.000905,CRNE:0.005675)0.99:0.002758,(SPPU:0.002542,ALMA:0.008368)0.98:0.000953)0.99:0.003106)0.99:0.000911)0.99:0.00078)0.99:0.001111)0.79:0.000299)0.8:0.000164)0.99:0.000217,(XEBO:0.00364,(((SCMA:0.006863,(LOGI:0.001476,(HERO:0.002939,CATE:0.000977)0.99:0.000382)0.99:0.000126)0.99:0.000104,((IXSC:0.002598,(DRME:0.00313,DAPU:0.002232)0.99:0.000485)0.99:0.000446,(PRPA:0.002785,CAEL:0.001478)0.99:0.005799)0.99:0.000545)0.99:0.000229,(((((XETR:0.000592,(HOSA:0.000245,GAGA:0.00052)0.99:0.000122)0.99:0.000183,DARE:0.000421)0.99:0.001273,CIIN:0.002982)0.99:0.000291,BRFL:0.001362)0.99:0.000227,((SAKO:0.000572,PTFL:0.001277)0.99:0.00072,(STPU:0.00111,"ACPL:0.000894)0.99:0.000498)0.99:0.000298)0.99:0.000109)0.99:7.2e-05)0.99:0.000463)0.99:0.00039)0.99:0.000714);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homogroups,44,1.00E-12,4,42071,cluster.44_Species_homogroups_Diamond.1e-12.all_vs_all.txt.4.mcl.table.fasta.nexus,44,1_2_3,,cluster.44_Species_homogroups_Diamond.1e-12.all_vs_all.txt.4.mcl.table.fasta_run_1.trees.tree,:,80001,trees,cluster.44_Species_homogroups_Diamond.1e-12.all_vs_all.txt.4.mcl.table.fasta_run_2.trees.tree,:,80001,trees,cluster.44_Species_homogroups_Diamond.1e-12.all_vs_all.txt.4.mcl.table.fasta_run_3.trees.tree,:,80001,trees,,0.0384995,0.000365223,1006,1006,0.00555046,3059,0.00111349,3035,0.00123071,3248,0.00149708,3470,0.00164933,3249,0.00147247,80001,0,3311,0.00572139,3311,0.00571982,80001,0,,,,,"""(ACDI:0.001148",NEVE:0.001173,(HYMA:0.003358,((((PLBA:0.003921,MNLE:0.001022)0.99:0.00612,(TRAD:0.000925,HOHO:0.000581)0.99:0.003921)0.99:0.000175,(((SYCI:0.002872,OSCA:0.004974)0.99:0.000159,(TEWI:0.002062,AMQU:0.001673)0.99:0.001727)0.99:0.000329,((SARO:0.002516,MOBR:0.003928)0.99:0.003148,(CAOW:0.004906,(SPAR:0.006993,((((SCPO:0.006633,SACE:0.008157)0.99:0.001176,MAOR:0.00343)0.99:0.000875,CRNE:0.005682)0.99:0.002672,(SPPU:0.002658,ALMA:0.008303)0.76:0.000936)0.99:0.003167)0.99:0.00091)0.99:0.000806)0.99:0.001262)0.99:0.000208)0.99:0.000236,(((SYRO:0.001422,PSVA:0.001647)0.99:0.003946,(NEWE:0.001659,MEST:0.00376)0.99:0.001096)0.99:0.00072,(((SCMA:0.006996,(LOGI:0.001551,(HERO:0.003087,CATE:0.001057)0.99:0.000397)0.99:0.000151)0.99:9.9e-05,((IXSC:0.002692,(DRME:0.003226,DAPU:0.002316)0.99:0.000492)0.99:0.000441,(PRPA:0.002905,CAEL:0.001546)0.99:0.005831)0.99:0.000586)0.99:0.000207,(((((XETR:0.000619,(HOSA:0.000255,GAGA:0.000536)0.99:0.000128)0.99:0.000188,DARE:0.000464)0.99:0.001339,CIIN:0.003085)0.99:0.000285,BRFL:0.001448)0.99:0.000236,((SAKO:0.00063,PTFL:0.001338)0.99:0.000768,(STPU:0.001206,"ACPL:0.000952)0.99:0.000513)0.99:0.000329)0.99:0.000164)0.99:0.000324)0.99:0.00027)0.99:0.000385)0.99:0.000789);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homogroups,47,1.00E-12,4,44138,cluster.47_Species_homogroups_Diamond.1e-12.all_vs_all.txt.4.mcl.table.fasta.nexus,47,1_2_3,,cluster.47_Species_homogroups_Diamond.1e-12.all_vs_all.txt.4.mcl.table.fasta_run_1.trees.tree,:,80001,trees,cluster.47_Species_homogroups_Diamond.1e-12.all_vs_all.txt.4.mcl.table.fasta_run_2.trees.tree,:,80001,trees,cluster.47_Species_homogroups_Diamond.1e-12.all_vs_all.txt.4.mcl.table.fasta_run_3.trees.tree,:,80001,trees,,0.139511,0.00277193,1016,1016,0.00489777,1419,0.0199125,1417,0.0198132,1459,0.0192776,1520,0.0186592,1458,0.0193021,80001,0,1736,0.000689668,1736,0.00068751,80001,0,,,,,"""(ACDI:0.001161",NEVE:0.001179,(HYMA:0.003383,((((PLBA:0.003804,MNLE:0.000991)0.99:0.005945,(TRAD:0.000876,HOHO:0.000602)0.99:0.003838)0.9:0.00016,(((SYCI:0.00287,OSCA:0.00489)0.99:0.000157,(TEWI:0.002056,AMQU:0.001649)0.99:0.001699)0.99:0.000324,((SARO:0.002355,MOBR:0.003697)0.99:0.00306,(CAOW:0.004734,(SPAR:0.006625,(SPPU:0.002807,((((SCPO:0.006145,SACE:0.007492)0.99:0.001021,MAOR:0.003235)0.99:0.000806,CRNE:0.005275)0.99:0.002212,ALMA:0.007187)0.95:0.000781)0.99:0.003093)0.99:0.000877)0.99:0.000761)0.99:0.001259)0.9:0.000207)0.99:0.000253,((XEBO:0.003354,((SYRO:0.001361,PSVA:0.001704)0.99:0.0038,(NEWE:0.001685,MEST:0.00372)0.99:0.00113)0.99:0.000232)0.99:0.000508,(((SCMA:0.006961,(LOGI:0.001611,(HERO:0.003126,CATE:0.001067)0.99:0.000399)0.99:0.000162)0.98:0.000109,((IXSC:0.002697,(DRME:0.003222,DAPU:0.002313)0.99:0.000493)0.99:0.000432,(PRPA:0.002928,CAEL:0.001588)0.99:0.005611)0.99:0.000613)0.99:0.000255,(((((XETR:0.00066,(HOSA:0.000251,GAGA:0.000538)0.99:0.000134)0.99:0.000183,DARE:0.000457)0.99:0.001332,CIIN:0.003111)0.99:0.000331,BRFL:0.001522)0.99:0.000302,((SAKO:0.000703,PTFL:0.001403)0.99:0.000825,((OPFA:0.001294,AUMO:0.003146)0.99:0.000652,(STPU:0.001334,"ACPL:0.001129)0.96:0.000121)0.99:0.000505)0.99:0.000319)0.99:0.000128)0.99:0.00021)0.99:0.000364)0.99:0.000406)0.99:0.000807);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homogroups,41,1.00E-09,4,38154,cluster.41_Species_homogroups_Diamond.1e-9.all_vs_all.txt.4.mcl.table.fasta.nexus,41,,,cluster.41_Species_homogroups_Diamond.1e-9.all_vs_all.txt.4.mcl.table.fasta_run_1.trees.tree,:,80001,trees,cluster.41_Species_homogroups_Diamond.1e-9.all_vs_all.txt.4.mcl.table.fasta_run_2.trees.tree,:,80001,trees,cluster.41_Species_homogroups_Diamond.1e-9.all_vs_all.txt.4.mcl.table.fasta_run_3.trees.tree,:,80001,trees,cluster.41_Species_homogroups_Diamond.1e-9.all_vs_all.txt.4.mcl.table.fasta_run_4.trees.tree,:,80001,trees,0.0166998,0.000222063,965,965,0.0115367,6329,0.0149969,6318,0.0150392,7152,0.0163104,8123,0.0173229,7140,0.0162899,80001,0,2383,0.00430476,2383,0.00430488,80001,0,,,,,"""(ACDI:0.001271",NEVE:0.001378,(HYMA:0.003879,(((PLBA:0.004449,MNLE:0.001042)0.99:0.007371,(((SYCI:0.003263,OSCA:0.005805)0.99:0.000196,(TEWI:0.002361,AMQU:0.001861)0.99:0.002014)0.99:0.000421,((TRAD:0.001105,HOHO:0.000671)0.99:0.004446,((SARO:0.002799,MOBR:0.004448)0.99:0.003674,(CAOW:0.005734,(SPAR:0.007893,((((SCPO:0.007965,SACE:0.00972)0.99:0.001414,MAOR:0.004047)0.99:0.001107,CRNE:0.00677)0.99:0.00339,(SPPU:0.003038,ALMA:0.01004)0.99:0.001156)0.99:0.003779)0.99:0.001076)0.99:0.000911)0.99:0.00126)0.99:0.000344)0.99:0.000204)0.99:0.000245,(XEBO:0.004411,(((SCMA:0.008196,(LOGI:0.001829,(HERO:0.003612,CATE:0.001241)0.99:0.000469)0.99:0.000144)0.99:0.00013,((IXSC:0.003153,(DRME:0.003836,DAPU:0.002783)0.99:0.000606)0.99:0.00055,(PRPA:0.003276,CAEL:0.001745)0.99:0.006947)0.99:0.000661)0.99:0.000282,(((((XETR:0.000753,(HOSA:0.000303,GAGA:0.000643)0.99:0.000145)0.99:0.00021,DARE:0.000507)0.99:0.001572,CIIN:0.003546)0.99:0.000342,BRFL:0.001696)0.99:0.000283,((SAKO:0.000749,PTFL:0.00155)0.99:0.000862,(STPU:0.001393,"ACPL:0.001173)0.99:0.0006)0.99:0.000375)0.99:0.000136)0.99:0.000101)0.99:0.000527)0.99:0.000462)0.99:0.000878);""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
