"","taxa_set","coding","prior","profiles","cats","rate_profile_cats","bin","rep","n_samples","pp_Porifera","pp_Ctenophora","pp_Cnidaria","pp_Xenacoelomorpha","pp_Hemichordata","pp_Echinodermata","pp_Lophotrochozoa","pp_Ecdysozoa","pp_metazoans","pp_metazoans_ingroup","pp_Ctenophora_Sister","pp_Porifera_Sister","pp_Deuterostome","pp_Nephrozoa","pp_Xenambulacraria","bf_Porifera","bf_Xenacoelomorpha","bf_Deutorostome"
"135","Opi-47taxa","Reductive","hyperprior","4","4","k=4, n=4","informative","1",50002,0.4437363,0.9964269,0.9853075,0.9959202,0.993067,0.9864541,0.9624553,0.924644,1,0,0.01455922,0.7108421,0.9091248,0.7833182,0,5.75259305207331,1.60558686447234,2.30299524180637
"136","Opi-47taxa","Reductive","hyperprior","4","4","k=4, n=4","informative","2",50002,0.4437363,0.9964269,0.9853075,0.9959202,0.993067,0.9864541,0.9624553,0.924644,1,0,0.01455922,0.7108421,0.9091248,0.7833182,0,5.75259305207331,1.60558686447234,2.30299524180637
"137","Opi-47taxa","Reductive","hyperprior","5","1","k=5, n=1","variable","1",50002,0.5217855,0.9981334,0.9862407,0.9984001,0.9957336,0.9898405,0.9382166,0.9365101,1,0,0.0143459,0.6909498,0.9073916,0.7643859,0,5.73897018411114,1.58112063169392,2.28219425968763
"138","Opi-47taxa","Reductive","hyperprior","5","1","k=5, n=1","variable","2",50002,0.5217855,0.9981334,0.9862407,0.9984001,0.9957336,0.9898405,0.9382166,0.9365101,1,0,0.0143459,0.6909498,0.9073916,0.7643859,0,5.73897018411114,1.58112063169392,2.28219425968763
"139","Opi-47taxa","Reductive","hyperprior","5","1","k=5, n=1","informative","1",50002,0.4144579,0.9958402,0.9864274,0.9950136,0.9942136,0.9863741,0.9702149,0.9215775,1,0,0.01367927,0.7240414,0.912138,0.7926777,0,5.83333422328789,1.61746457308345,2.3400238926408
"140","Opi-47taxa","Reductive","hyperprior","5","1","k=5, n=1","informative","2",50002,0.4144579,0.9958402,0.9864274,0.9950136,0.9942136,0.9863741,0.9702149,0.9215775,1,0,0.01367927,0.7240414,0.912138,0.7926777,0,5.83333422328789,1.61746457308345,2.3400238926408
"141","Opi-47taxa","Reductive","hyperprior","5","4","k=5, n=4","variable","1",50002,0.525492,0.9979468,0.9860007,0.9974401,0.9954936,0.9887473,0.9363767,0.9249107,1,0,0.01450589,0.6781772,0.9082716,0.7518266,0,5.70922103529543,1.56455357759245,2.29271141594171
"142","Opi-47taxa","Reductive","hyperprior","5","4","k=5, n=4","variable","2",50002,0.525492,0.9979468,0.9860007,0.9974401,0.9954936,0.9887473,0.9363767,0.9249107,1,0,0.01450589,0.6781772,0.9082716,0.7518266,0,5.70922103529543,1.56455357759245,2.29271141594171
"143","Opi-47taxa","Reductive","hyperprior","5","4","k=5, n=4","informative","1",50002,0.3663805,0.9974668,0.987974,0.9960269,0.9965069,0.992907,0.9736014,0.9333636,0.9998667,0,0.00930617,0.7887579,0.943363,0.843635,0,6.30414900702735,1.67976780193908,2.81278866835692
"144","Opi-47taxa","Reductive","hyperprior","5","4","k=5, n=4","informative","2",50002,0.3663805,0.9974668,0.987974,0.9960269,0.9965069,0.992907,0.9736014,0.9333636,0.9998667,0,0.00930617,0.7887579,0.943363,0.843635,0,6.30414900702735,1.67976780193908,2.81278866835692
"145","Opi-47taxa","Non-additive","prior","1","1","k=1, n=1","variable","1",50002,1,1,0.9999467,0.9997067,1,1,0.9999467,0.9999733,1,0,0,1,1,1,0,12.6841654826243,1.84978314491994,10.8197982842103
"146","Opi-47taxa","Non-additive","prior","1","1","k=1, n=1","variable","2",50002,1,1,0.9999467,0.9997067,1,1,0.9999467,0.9999733,1,0,0,1,1,1,0,12.6841654826243,1.84978314491994,10.8197982842103
"147","Opi-47taxa","Non-additive","prior","1","1","k=1, n=1","informative","1",50002,1,1,0.9998933,0.9973335,1,1,0.99984,0.9942936,1,0,0,1,1,0.99984,0,12.6841654826243,1.84964313151858,10.8197982842103
"148","Opi-47taxa","Non-additive","prior","1","1","k=1, n=1","informative","2",50002,1,1,0.9998933,0.9973335,1,1,0.99984,0.9942936,1,0,0,1,1,0.99984,0,12.6841654826243,1.84964313151858,10.8197982842103
"149","Opi-47taxa","Non-additive","prior","1","4","k=1, n=4","variable","1",50002,1,1,0.9999733,0.9997067,1,1,0.9999467,0.9999733,1,0,0,1,1,1,0,12.6841654826243,1.84978314491994,10.8197982842103
"150","Opi-47taxa","Non-additive","prior","1","4","k=1, n=4","variable","2",50002,1,1,0.9999733,0.9997067,1,1,0.9999467,0.9999733,1,0,0,1,1,1,0,12.6841654826243,1.84978314491994,10.8197982842103
"151","Opi-47taxa","Non-additive","prior","1","4","k=1, n=4","informative","1",50002,1,1,0.99984,0.9980268,1,1,0.9997867,0.9954669,1,0,0,1,1,0.99992,0,12.6841654826243,1.84972314111977,10.8197982842103
"152","Opi-47taxa","Non-additive","prior","1","4","k=1, n=4","informative","2",50002,1,1,0.99984,0.9980268,1,1,0.9997867,0.9954669,1,0,0,1,1,0.99992,0,12.6841654826243,1.84972314111977,10.8197982842103
"153","Opi-47taxa","Non-additive","prior","4","1","k=4, n=1","variable","1",50002,0.9996534,1,0.8136099,0.9895206,0.9998133,1,0.99992,0.9998933,1,0,0,1,1,0.9879473,0,12.6841654826243,1.83767722158208,10.8197982842103
"154","Opi-47taxa","Non-additive","prior","4","1","k=4, n=1","variable","2",50002,0.9996534,1,0.8136099,0.9895206,0.9998133,1,0.99992,0.9998933,1,0,0,1,1,0.9879473,0,12.6841654826243,1.83767722158208,10.8197982842103
"155","Opi-47taxa","Non-additive","prior","4","1","k=4, n=1","informative","1",50002,1,1,0.9998133,0.9976801,1,1,0.99976,0.994107,1,0,0,1,1,0.99992,0,12.6841654826243,1.84972314111977,10.8197982842103
"156","Opi-47taxa","Non-additive","prior","4","1","k=4, n=1","informative","2",50002,1,1,0.9998133,0.9976801,1,1,0.99976,0.994107,1,0,0,1,1,0.99992,0,12.6841654826243,1.84972314111977,10.8197982842103
"157","Opi-47taxa","Non-additive","prior","4","4","k=4, n=4","variable","1",50002,0.99976,1,0.8191563,0.9884006,0.9998133,1,0.99968,0.99984,1,0,0,1,1,0.9882673,0,12.6841654826243,1.83800107305328,10.8197982842103
"158","Opi-47taxa","Non-additive","prior","4","4","k=4, n=4","variable","2",50002,0.99976,1,0.8191563,0.9884006,0.9998133,1,0.99968,0.99984,1,0,0,1,1,0.9882673,0,12.6841654826243,1.83800107305328,10.8197982842103
"159","Opi-47taxa","Non-additive","prior","4","4","k=4, n=4","informative","1",50002,1,1,0.9998933,0.9974935,1,1,0.9997333,0.9948803,1,0,0,1,1,0.9999733,0,12.6841654826243,1.84977644396349,10.8197982842103
"160","Opi-47taxa","Non-additive","prior","4","4","k=4, n=4","informative","2",50002,1,1,0.9998933,0.9974935,1,1,0.9997333,0.9948803,1,0,0,1,1,0.9999733,0,12.6841654826243,1.84977644396349,10.8197982842103
"161","Opi-47taxa","Non-additive","prior","5","1","k=5, n=1","variable","1",50002,0.9562957,0.9999467,0.4041651,0.9456296,0.9760546,1,0.9998933,1,1,0,0,1,1,0.9897872,0,12.6841654826243,1.83953783586654,10.8197982842103
"162","Opi-47taxa","Non-additive","prior","5","1","k=5, n=1","variable","2",50002,0.9562957,0.9999467,0.4041651,0.9456296,0.9760546,1,0.9998933,1,1,0,0,1,1,0.9897872,0,12.6841654826243,1.83953783586654,10.8197982842103
"163","Opi-47taxa","Non-additive","prior","5","1","k=5, n=1","informative","1",50002,0.9542158,0.9997333,0.7657992,0.9313903,0.9794411,1,0.9971202,0.9941336,1,0,0,1,1,0.9996534,0,12.6841654826243,1.84945648424028,10.8197982842103
"164","Opi-47taxa","Non-additive","prior","5","1","k=5, n=1","informative","2",50002,0.9542158,0.9997333,0.7657992,0.9313903,0.9794411,1,0.9971202,0.9941336,1,0,0,1,1,0.9996534,0,12.6841654826243,1.84945648424028,10.8197982842103
"165","Opi-47taxa","Non-additive","prior","5","4","k=5, n=4","variable","1",50002,0.9573356,0.9998133,0.4128047,0.9486161,0.9753613,1,0.9998933,0.99992,1,0,0,1,1,0.9904005,0,12.6841654826243,1.84015727211454,10.8197982842103
"166","Opi-47taxa","Non-additive","prior","5","4","k=5, n=4","variable","2",50002,0.9573356,0.9998133,0.4128047,0.9486161,0.9753613,1,0.9998933,0.99992,1,0,0,1,1,0.9904005,0,12.6841654826243,1.84015727211454,10.8197982842103
"167","Opi-47taxa","Non-additive","prior","5","4","k=5, n=4","informative","1",50002,0.9564823,0.9996267,0.756413,0.9322169,0.9764813,1,0.9973868,0.9943736,1,0,0,1,1,0.9996,0,12.6841654826243,1.8494030642986,10.8197982842103
"168","Opi-47taxa","Non-additive","prior","5","4","k=5, n=4","informative","2",50002,0.9564823,0.9996267,0.756413,0.9322169,0.9764813,1,0.9973868,0.9943736,1,0,0,1,1,0.9996,0,12.6841654826243,1.8494030642986,10.8197982842103
"169","Opi-47taxa","Non-additive","hyperprior","1","1","k=1, n=1","variable","1",50002,1,1,1,0.99984,1,1,1,1,1,0,0,1,1,1,0,12.6841654826243,1.84978314491994,10.8197982842103
"170","Opi-47taxa","Non-additive","hyperprior","1","1","k=1, n=1","variable","2",50002,1,1,1,0.99984,1,1,1,1,1,0,0,1,1,1,0,12.6841654826243,1.84978314491994,10.8197982842103
"171","Opi-47taxa","Non-additive","hyperprior","1","1","k=1, n=1","informative","1",50002,1,1,1,0.9993867,1,1,0.9999733,0.9997333,1,0,0,1,1,1,0,12.6841654826243,1.84978314491994,10.8197982842103
"172","Opi-47taxa","Non-additive","hyperprior","1","1","k=1, n=1","informative","2",50002,1,1,1,0.9993867,1,1,0.9999733,0.9997333,1,0,0,1,1,1,0,12.6841654826243,1.84978314491994,10.8197982842103
"173","Opi-47taxa","Non-additive","hyperprior","1","4","k=1, n=4","variable","1",50002,1,1,1,0.9997867,1,1,1,1,1,0,0,1,1,1,0,12.6841654826243,1.84978314491994,10.8197982842103
"174","Opi-47taxa","Non-additive","hyperprior","1","4","k=1, n=4","variable","2",50002,1,1,1,0.9997867,1,1,1,1,1,0,0,1,1,1,0,12.6841654826243,1.84978314491994,10.8197982842103
"175","Opi-47taxa","Non-additive","hyperprior","1","4","k=1, n=4","informative","1",50002,1,1,0.9999733,0.99944,1,1,0.9999733,0.9999467,1,0,0,1,1,1,0,12.6841654826243,1.84978314491994,10.8197982842103
"176","Opi-47taxa","Non-additive","hyperprior","1","4","k=1, n=4","informative","2",50002,1,1,0.9999733,0.99944,1,1,0.9999733,0.9999467,1,0,0,1,1,1,0,12.6841654826243,1.84978314491994,10.8197982842103
"177","Opi-47taxa","Non-additive","hyperprior","4","1","k=4, n=1","variable","1",50002,0.99944,1,0.7430804,0.9888539,0.9997867,1,1,0.9999733,1,0,0,1,1,0.9902405,0,12.6841654826243,1.83999570825682,10.8197982842103
"178","Opi-47taxa","Non-additive","hyperprior","4","1","k=4, n=1","variable","2",50002,0.99944,1,0.7430804,0.9888539,0.9997867,1,1,0.9999733,1,0,0,1,1,0.9902405,0,12.6841654826243,1.83999570825682,10.8197982842103
"179","Opi-47taxa","Non-additive","hyperprior","4","1","k=4, n=1","informative","1",50002,1,1,0.9999467,0.99936,1,1,1,0.9998133,1,0,0,1,1,0.9999733,0,12.6841654826243,1.84977644396349,10.8197982842103
"180","Opi-47taxa","Non-additive","hyperprior","4","1","k=4, n=1","informative","2",50002,1,1,0.9999467,0.99936,1,1,1,0.9998133,1,0,0,1,1,0.9999733,0,12.6841654826243,1.84977644396349,10.8197982842103
"181","Opi-47taxa","Non-additive","hyperprior","4","4","k=4, n=4","variable","1",50002,0.9993867,1,0.7466535,0.9882673,0.9997067,1,0.9999733,1,1,0,0,1,1,0.9911205,0,12.6841654826243,1.84088398662496,10.8197982842103
"182","Opi-47taxa","Non-additive","hyperprior","4","4","k=4, n=4","variable","2",50002,0.9993867,1,0.7466535,0.9882673,0.9997067,1,0.9999733,1,1,0,0,1,1,0.9911205,0,12.6841654826243,1.84088398662496,10.8197982842103
"183","Opi-47taxa","Non-additive","hyperprior","4","4","k=4, n=4","informative","1",50002,0.9993334,1,0.7666791,0.9924537,0.99976,1,0.9996534,0.9994667,1,0,0,1,1,0.9999467,0,12.6841654826243,1.84974984289946,10.8197982842103
"184","Opi-47taxa","Non-additive","hyperprior","4","4","k=4, n=4","informative","2",50002,0.9993334,1,0.7666791,0.9924537,0.99976,1,0.9996534,0.9994667,1,0,0,1,1,0.9999467,0,12.6841654826243,1.84974984289946,10.8197982842103
"185","Opi-47taxa","Non-additive","hyperprior","5","1","k=5, n=1","variable","1",50002,0.962722,1,0.3707269,0.9543758,0.9835742,1,0.9999733,1,0.9999467,0,0,1,1,0.9849608,0,12.6841654826243,1.83464970876366,10.8197982842103
"186","Opi-47taxa","Non-additive","hyperprior","5","1","k=5, n=1","variable","2",50002,0.962722,1,0.3707269,0.9543758,0.9835742,1,0.9999733,1,0.9999467,0,0,1,1,0.9849608,0,12.6841654826243,1.83464970876366,10.8197982842103
"187","Opi-47taxa","Non-additive","hyperprior","5","1","k=5, n=1","informative","1",50002,0.9911471,0.9999733,0.8667004,0.9901605,0.9936003,1,0.99984,0.9997333,1,0,0,1,1,1,0,12.6841654826243,1.84978314491994,10.8197982842103
"188","Opi-47taxa","Non-additive","hyperprior","5","1","k=5, n=1","informative","2",50002,0.9911471,0.9999733,0.8667004,0.9901605,0.9936003,1,0.99984,0.9997333,1,0,0,1,1,1,0,12.6841654826243,1.84978314491994,10.8197982842103
"189","Opi-47taxa","Non-additive","hyperprior","5","4","k=5, n=4","variable","1",50002,0.9693083,1,0.3717135,0.955469,0.9823743,1,1,1,1,0,0,1,1,0.9848541,0,12.6841654826243,1.83454137371137,10.8197982842103
"190","Opi-47taxa","Non-additive","hyperprior","5","4","k=5, n=4","variable","2",50002,0.9693083,1,0.3717135,0.955469,0.9823743,1,1,1,1,0,0,1,1,0.9848541,0,12.6841654826243,1.83454137371137,10.8197982842103
"191","Opi-47taxa","Non-additive","hyperprior","5","4","k=5, n=4","informative","1",50002,0.9901872,1,0.8634206,0.9900005,0.9958936,1,0.9999733,0.99968,1,0,0,1,1,1,0,12.6841654826243,1.84978314491994,10.8197982842103
"192","Opi-47taxa","Non-additive","hyperprior","5","4","k=5, n=4","informative","2",50002,0.9901872,1,0.8634206,0.9900005,0.9958936,1,0.9999733,0.99968,1,0,0,1,1,1,0,12.6841654826243,1.84978314491994,10.8197982842103
